StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,,,,
1577,15,Male,Other,Some College,2.56,17,Yes,None,Yes,No,No,No,1.28,F,,,,
1578,16,Male,Caucasian,High School,8.51,24,No,Moderate,Yes,No,No,No,0.64,F,,,,
1579,16,Female,Caucasian,Some College,4.94,18,Yes,Moderate,No,No,No,No,1.67,F,,,,
1580,16,Female,Caucasian,Some College,14.97,5,No,High,No,No,No,No,3.28,B,,,,
1581,16,Male,Asian,Some College,5.24,21,No,Moderate,No,Yes,No,No,0.74,F,,,,
1582,15,Male,Asian,Higher than Bachelors,17.63,1,No,Moderate,No,No,No,Yes,3.33,B,,,,
1583,18,Male,Caucasian,Some College,17.84,27,No,Moderate,Yes,Yes,No,Yes,1.18,F,,,,
1584,16,Male,Caucasian,High School,3.93,12,No,Low,No,No,No,No,1.62,F,,,,
1585,16,Female,Asian,Some College,12.28,22,No,Very High,No,No,No,No,1.58,F,,,,
1586,17,Male,Caucasian,High School,1.75,24,No,Moderate,No,No,No,No,0.18,F,,,,
1587,16,Male,Asian,High School,7.83,27,Yes,Moderate,No,No,No,No,0.47,F,,,,
1588,17,Male,Other,High School,14.27,25,No,High,Yes,Yes,No,No,1.3,F,,,,
1589,18,Male,Caucasian,Some College,13.19,10,No,Moderate,No,No,No,Yes,2.38,D,,,,
1590,15,Female,Caucasian,Some College,12.49,0,No,High,No,No,No,No,3.57,A,,,,
1591,15,Male,Asian,Some College,5.65,23,No,Low,No,No,No,No,0.28,F,,,,
1592,18,Male,Asian,Some College,7.56,1,No,Low,No,No,No,No,2.42,D,,,,
1593,15,Female,African American,Some College,2.06,29,No,Very High,No,Yes,No,Yes,0.62,F,,,,
1594,18,Female,Other,High School,14.38,16,No,High,No,No,No,No,1.8,F,,,,
1595,18,Female,Caucasian,Bachelors,10.08,7,No,Moderate,Yes,No,No,No,2.64,C,,,,
1596,18,Male,African American,High School,14.18,1,No,High,No,No,No,Yes,3.44,B,,,,
1597,15,Male,Asian,High School,4.98,5,No,Very High,No,No,Yes,Yes,2.74,C,,,,
1598,17,Female,Asian,Some College,6.49,21,Yes,Low,Yes,No,No,Yes,1.15,F,,,,
1599,18,Female,Caucasian,High School,6.68,4,No,None,No,No,No,No,2.41,D,,,,
1600,16,Female,Asian,None,0.51,15,Yes,Moderate,No,No,Yes,No,1.53,F,,,,
1601,15,Female,African American,Some College,6.82,7,No,Low,Yes,Yes,No,No,2.45,D,,,,
1602,18,Female,Caucasian,Some College,16.07,18,Yes,Low,Yes,No,Yes,No,1.95,F,,,,
1603,18,Female,Caucasian,Some College,17.95,15,No,High,Yes,No,No,No,2.29,D,,,,
1604,16,Male,Asian,Higher than Bachelors,10.36,12,No,None,No,No,Yes,No,1.47,F,,,,
1605,17,Male,Caucasian,Some College,9.11,25,Yes,High,No,No,No,Yes,1.11,F,,,,
1606,17,Male,Caucasian,Bachelors,0.62,19,No,Moderate,No,Yes,No,Yes,1.21,F,,,,
1607,17,Female,Caucasian,High School,17.58,6,No,Moderate,No,No,No,No,2.56,C,,,,
1608,18,Female,Asian,Some College,0.26,15,No,High,Yes,Yes,Yes,No,2.46,D,,,,
1609,18,Female,African American,Bachelors,18.9,22,Yes,Moderate,No,No,No,No,1.23,F,,,,
1610,18,Female,Asian,Some College,9.78,15,No,Low,No,No,No,Yes,1.59,F,,,,
1611,15,Female,Caucasian,Some College,6.84,28,No,Low,Yes,No,No,No,0.31,F,,,,
1612,16,Female,African American,High School,18.48,11,Yes,High,Yes,No,No,No,2.77,C,,,,
1613,18,Male,African American,None,0.49,13,No,Low,Yes,No,No,No,1.58,F,,,,
1614,16,Male,Asian,Some College,11.63,23,Yes,None,Yes,No,No,Yes,1.11,F,,,,
1615,16,Female,Other,High School,10.98,17,No,Very High,No,No,No,No,2.3,D,,,,
1616,17,Male,Caucasian,Bachelors,4.39,26,Yes,Very High,Yes,Yes,No,No,0.99,F,,,,
1617,15,Female,African American,High School,8.58,27,No,Moderate,No,Yes,Yes,Yes,0.17,F,,,,
1618,18,Male,Caucasian,Higher than Bachelors,13.05,17,No,None,No,No,No,No,0.99,F,,,,
1619,17,Female,African American,Higher than Bachelors,14.54,15,No,High,Yes,No,Yes,No,2.23,D,,,,
1620,17,Female,Caucasian,High School,0.01,19,No,High,Yes,No,No,No,1.38,F,,,,
1621,18,Male,Caucasian,High School,18.74,15,No,Low,Yes,Yes,No,No,2.13,D,,,,
1622,16,Male,Caucasian,Bachelors,3.29,12,No,Low,Yes,No,Yes,No,1.87,F,,,,
1623,17,Female,African American,Higher than Bachelors,4.67,25,No,High,Yes,No,Yes,No,1.25,F,,,,
1624,16,Female,Caucasian,Some College,5.27,28,No,Very High,No,No,No,No,0.3,F,,,,
1625,15,Male,Asian,High School,0.76,8,No,High,Yes,No,No,Yes,2.71,C,,,,
1626,16,Male,Caucasian,Some College,2.46,25,No,Low,Yes,Yes,Yes,No,0.9,F,,,,
1627,15,Female,Caucasian,Some College,19.73,27,No,Moderate,Yes,Yes,No,No,1.39,F,,,,
1628,16,Male,Asian,High School,6.3,8,No,High,No,No,No,No,2.15,D,,,,
1629,17,Female,Caucasian,Some College,2.31,12,No,Low,No,No,No,No,1.45,F,,,,
1630,17,Female,Caucasian,None,2.14,28,No,Low,Yes,No,Yes,No,0,F,,,,
1631,15,Female,African American,None,14.39,3,Yes,Low,No,No,No,No,3.09,B,,,,
1632,18,Female,Caucasian,High School,17.09,8,No,Moderate,No,No,No,No,2.58,C,,,,
1633,15,Male,Caucasian,High School,5.14,14,No,Moderate,No,No,No,No,1.96,F,,,,
1634,15,Male,Caucasian,High School,0.42,13,No,High,No,Yes,No,No,1.88,F,,,,
1635,16,Male,Other,Some College,4.46,18,Yes,High,Yes,Yes,No,No,1.63,F,,,,
1636,16,Male,African American,High School,1.13,11,No,Very High,No,No,Yes,No,2.37,D,,,,
1637,15,Male,African American,High School,2.07,20,Yes,High,Yes,No,No,No,1.28,F,,,,
1638,17,Male,African American,High School,8.63,25,No,Low,No,No,No,Yes,0.16,F,,,,
1639,16,Male,Caucasian,Higher than Bachelors,4.6,24,Yes,Moderate,No,Yes,Yes,Yes,1.28,F,,,,
1640,18,Female,Caucasian,Some College,10.32,5,No,Moderate,No,Yes,No,No,2.66,C,,,,
1641,16,Male,Asian,Some College,5.07,2,No,None,Yes,No,Yes,No,2.68,C,,,,
1642,16,Male,Caucasian,Some College,18.81,25,No,Very High,No,Yes,No,No,1.64,F,,,,
1643,18,Female,Caucasian,Higher than Bachelors,18.12,24,Yes,None,Yes,Yes,No,No,1.4,F,,,,
1644,15,Male,Caucasian,High School,11.34,21,Yes,Moderate,Yes,No,No,No,1.61,F,,,,
1645,18,Male,Caucasian,Some College,7.09,19,No,Moderate,Yes,No,Yes,No,1.19,F,,,,
1646,15,Female,Other,Some College,7.62,15,No,Moderate,Yes,No,Yes,No,2.02,D,,,,
1647,15,Male,Caucasian,Some College,8.24,29,No,High,No,No,No,Yes,0.24,F,,,,
1648,15,Male,African American,None,14.55,19,No,Moderate,No,No,No,No,1.25,F,,,,
1649,18,Male,Caucasian,Some College,9.03,23,No,Low,No,No,Yes,No,0.85,F,,,,
1650,15,Female,Other,None,17.13,22,No,Low,No,No,No,No,0.97,F,,,,
1651,17,Male,Caucasian,Some College,18.88,16,Yes,Very High,Yes,Yes,No,No,2.42,D,,,,
1652,18,Male,Caucasian,Some College,6.72,15,No,Low,Yes,No,No,No,1.74,F,,,,
1653,17,Female,Asian,High School,11.21,5,No,Low,No,No,Yes,No,2.85,C,,,,
1654,15,Male,Asian,Bachelors,1.9,7,No,Moderate,No,No,No,No,2.04,D,,,,
1655,16,Female,Caucasian,None,4.01,18,Yes,Low,Yes,No,No,No,1.54,F,,,,
1656,15,Female,Caucasian,Bachelors,8.27,29,Yes,Moderate,No,No,Yes,No,0.73,F,,,,
1657,17,Male,Caucasian,Some College,4.12,24,No,High,Yes,No,No,No,0.5,F,,,,
1658,17,Female,Caucasian,High School,17.53,25,Yes,High,No,No,No,No,1.12,F,,,,
1659,18,Female,Caucasian,High School,3.17,1,Yes,High,No,Yes,No,No,2.96,C,,,,
1660,16,Male,Caucasian,Higher than Bachelors,9.11,13,No,Low,Yes,Yes,Yes,No,2.3,D,,,,
1661,18,Female,Caucasian,None,12.11,21,No,Moderate,No,Yes,No,No,1.35,F,,,,
1662,17,Female,Caucasian,High School,13.84,11,Yes,None,Yes,No,No,No,2.13,D,,,,
1663,15,Male,African American,High School,7.66,16,No,None,Yes,No,No,Yes,1.3,F,,,,
1664,16,Male,Other,Some College,17.38,27,No,Moderate,Yes,No,No,No,0.75,F,,,,
1665,15,Male,African American,Some College,11.37,26,No,Low,Yes,Yes,Yes,No,0.53,F,,,,
1666,15,Female,Caucasian,High School,8.79,14,No,High,No,No,No,No,2.07,D,,,,
1667,16,Male,Caucasian,High School,1.34,17,Yes,High,Yes,Yes,No,No,1.99,F,,,,
1668,18,Female,Other,High School,9.29,15,No,High,Yes,No,No,Yes,1.9,F,,,,
1669,15,Female,Caucasian,High School,16.41,12,No,High,Yes,Yes,No,No,2.61,C,,,,
1670,17,Female,Caucasian,Some College,12.29,20,Yes,None,Yes,Yes,Yes,No,1.81,F,,,,
1671,15,Female,African American,Some College,16.64,16,No,Moderate,Yes,No,No,No,1.58,F,,,,
1672,16,Female,African American,High School,9.88,7,No,Low,No,Yes,No,No,2.27,D,,,,
1673,16,Female,African American,High School,2.37,0,Yes,Moderate,Yes,No,No,No,3.36,B,,,,
1674,16,Female,Caucasian,High School,0.27,28,No,Low,Yes,Yes,No,No,0.48,F,,,,
1675,18,Male,Caucasian,Higher than Bachelors,6.06,24,No,None,Yes,Yes,No,No,0.2,F,,,,
1676,15,Male,Other,Higher than Bachelors,13.96,25,No,Moderate,No,Yes,Yes,Yes,1.27,F,,,,
1677,18,Female,Caucasian,Bachelors,15.81,26,No,High,Yes,No,No,No,0.88,F,,,,
1678,18,Female,African American,High School,5.92,2,Yes,High,No,No,No,No,3.12,B,,,,
1679,16,Male,Asian,None,9.91,15,No,Moderate,No,Yes,No,Yes,1.8,F,,,,
1680,16,Female,African American,High School,8.42,27,No,Moderate,Yes,Yes,Yes,No,0.68,F,,,,
1681,18,Male,Caucasian,High School,8.21,1,No,Moderate,Yes,No,No,Yes,2.9,C,,,,
1682,15,Male,Caucasian,Some College,4.63,14,No,High,No,No,No,Yes,1.73,F,,,,
1683,17,Male,African American,Some College,2.73,0,Yes,None,Yes,No,Yes,No,3.56,A,,,,
1684,18,Female,Asian,Bachelors,3.93,8,Yes,High,No,Yes,No,No,2.53,C,,,,
1685,15,Female,Other,Bachelors,1.11,15,Yes,Moderate,No,Yes,No,No,1.59,F,,,,
1686,16,Male,Caucasian,High School,3.96,3,No,Low,No,No,Yes,Yes,2.37,D,,,,
1687,16,Male,Caucasian,Some College,0.18,11,Yes,None,Yes,No,No,No,1.81,F,,,,
1688,15,Male,Other,High School,12.55,0,No,Low,No,No,No,No,2.83,C,,,,
1689,17,Male,Asian,None,6.33,0,Yes,Moderate,No,No,No,Yes,3.05,B,,,,
1690,16,Male,Asian,Some College,19.46,6,Yes,High,Yes,Yes,No,No,3.63,A,,,,
1691,16,Female,Caucasian,None,3.87,17,No,Moderate,No,No,No,Yes,0.93,F,,,,
1692,16,Male,African American,Some College,6.92,22,No,Moderate,Yes,No,No,No,1.33,F,,,,
1693,15,Female,Asian,High School,7.16,27,No,Very High,Yes,Yes,No,Yes,0.78,F,,,,
1694,18,Male,African American,Some College,0.17,22,No,Low,Yes,No,No,No,0.88,F,,,,
1695,16,Female,Caucasian,Some College,16.78,14,Yes,Low,No,No,No,No,2.4,D,,,,
1696,18,Female,Caucasian,High School,0.64,25,No,Moderate,No,Yes,No,No,0.76,F,,,,
1697,17,Female,African American,Bachelors,18.8,29,No,High,Yes,No,No,No,1.03,F,,,,
1698,16,Female,Caucasian,High School,17.84,24,No,High,No,Yes,No,No,1.44,F,,,,
1699,16,Female,Caucasian,Some College,10.71,12,Yes,Moderate,No,No,No,No,2.21,D,,,,
1700,17,Female,Other,Some College,10.87,15,No,Very High,No,Yes,Yes,No,2.51,C,,,,
1701,16,Male,Caucasian,Some College,13.08,6,No,High,No,No,No,No,2.69,C,,,,
1702,18,Female,Asian,Higher than Bachelors,7.74,15,No,None,Yes,No,No,No,1.61,F,,,,
1703,15,Male,Caucasian,High School,12.94,12,No,High,Yes,No,Yes,Yes,2.71,C,,,,
1704,18,Female,African American,Some College,0.9,13,No,None,No,Yes,No,No,1.53,F,,,,
1705,15,Female,Other,Some College,1.08,16,Yes,High,No,Yes,No,No,1.78,F,,,,
1706,15,Male,Caucasian,Bachelors,9.14,11,No,Low,Yes,No,No,No,2.12,D,,,,
1707,18,Female,Caucasian,High School,10.99,28,No,High,No,No,No,No,0.41,F,,,,
1708,18,Male,Caucasian,Some College,17.76,23,No,Moderate,Yes,No,No,No,1.12,F,,,,
1709,18,Male,Caucasian,Some College,2.09,23,No,High,No,No,No,No,0.87,F,,,,
1710,18,Male,Asian,High School,16.45,19,No,Moderate,Yes,Yes,No,No,1.82,F,,,,
1711,17,Male,Other,Some College,4.2,12,No,High,Yes,No,No,No,2.23,D,,,,
1712,16,Female,Caucasian,High School,7.88,23,No,Low,No,Yes,Yes,No,0.97,F,,,,
1713,15,Female,Caucasian,Some College,6.33,19,No,Very High,No,Yes,No,No,1.69,F,,,,
1714,18,Male,Caucasian,Bachelors,8,14,No,High,No,No,No,No,2.07,D,,,,
1715,18,Female,Asian,Some College,3.01,23,Yes,Low,Yes,Yes,No,No,1.06,F,,,,
1716,18,Female,Caucasian,Some College,10.07,20,No,Very High,No,No,No,No,1.32,F,,,,
1717,17,Male,African American,Some College,16.03,3,Yes,Moderate,Yes,No,No,Yes,3.52,A,,,,
1718,18,Female,African American,None,8.83,21,Yes,High,No,Yes,No,Yes,1.05,F,,,,
1719,18,Male,African American,High School,9.81,1,No,High,Yes,No,No,No,3.49,B,,,,
1720,18,Male,Caucasian,Some College,16.98,27,Yes,None,Yes,No,No,Yes,0.59,F,,,,
1721,16,Female,Asian,High School,14.12,17,No,Very High,No,Yes,No,No,2.36,D,,,,
1722,17,Female,Caucasian,High School,9.81,1,No,Moderate,No,No,No,No,3.15,B,,,,
1723,18,Female,Caucasian,Some College,5.15,24,No,Low,No,No,No,No,0.59,F,,,,
1724,15,Male,Asian,High School,17.7,14,No,High,Yes,Yes,No,Yes,2.67,C,,,,
1725,15,Male,Asian,High School,11.54,29,No,High,No,No,No,No,0.3,F,,,,
1726,15,Female,Caucasian,Some College,4.42,25,No,None,No,Yes,No,No,0.28,F,,,,
1727,17,Female,Caucasian,High School,5.38,18,No,Low,Yes,No,No,No,0.87,F,,,,
1728,17,Female,Caucasian,Bachelors,16.06,14,No,High,No,No,No,No,2.33,D,,,,
1729,15,Female,Caucasian,Bachelors,0.88,25,No,None,Yes,Yes,Yes,No,0.32,F,,,,
1730,18,Male,Caucasian,Some College,19.84,19,No,Very High,No,No,No,No,1.79,F,,,,
1731,17,Female,Caucasian,High School,2.61,9,No,High,No,Yes,No,No,2.57,C,,,,
1732,15,Male,Caucasian,Some College,15.92,27,No,Moderate,No,Yes,No,No,1.08,F,,,,
1733,15,Male,Asian,Bachelors,7.9,23,No,Moderate,Yes,Yes,No,Yes,1.09,F,,,,
1734,18,Female,African American,Some College,9.84,19,No,Moderate,No,No,Yes,Yes,1,F,,,,
1735,16,Female,African American,High School,17.61,10,Yes,Moderate,Yes,No,No,No,2.82,C,,,,
1736,17,Female,Caucasian,Some College,8.26,25,Yes,High,No,Yes,Yes,Yes,1.36,F,,,,
1737,18,Male,Other,Bachelors,10.75,9,No,Very High,No,No,No,Yes,2.61,C,,,,
1738,15,Female,Asian,Some College,0.99,28,Yes,Moderate,Yes,No,Yes,No,0.57,F,,,,
1739,15,Female,Asian,Some College,0.05,22,No,Moderate,No,No,No,Yes,0.57,F,,,,
1740,18,Male,Asian,Some College,4.9,4,No,Low,No,No,No,No,2.26,D,,,,
1741,17,Female,Other,Some College,13.61,8,Yes,High,No,No,No,No,2.84,C,,,,
1742,16,Male,African American,None,2.43,19,No,High,Yes,Yes,No,No,1.68,F,,,,
1743,16,Female,Caucasian,Some College,2.28,18,Yes,High,Yes,No,No,No,1.72,F,,,,
1744,15,Male,African American,None,8.22,12,No,None,No,No,No,No,1.54,F,,,,
1745,17,Female,Asian,Some College,12.96,17,No,High,No,Yes,No,No,2.06,D,,,,
1746,16,Female,Asian,High School,14.24,16,No,Moderate,Yes,No,No,No,1.88,F,,,,
1747,17,Male,African American,Some College,3.57,26,No,High,Yes,Yes,No,Yes,0.86,F,,,,
1748,17,Male,Caucasian,High School,1.59,5,No,High,No,No,No,No,2.51,C,,,,
1749,15,Female,Caucasian,Some College,18.81,9,No,High,Yes,Yes,No,Yes,2.77,C,,,,
1750,16,Male,Other,Some College,5.21,1,Yes,Moderate,No,No,No,No,2.89,C,,,,
1751,18,Male,African American,High School,17.07,23,No,High,No,Yes,No,No,1.34,F,,,,
1752,15,Male,African American,High School,17.27,5,No,None,No,No,No,No,2.37,D,,,,
1753,16,Male,Caucasian,High School,15.45,27,No,High,No,No,Yes,No,0.85,F,,,,
1754,16,Female,Caucasian,Bachelors,3.38,27,Yes,None,No,No,No,No,0.32,F,,,,
1755,16,Female,Asian,Some College,16.44,20,No,Moderate,Yes,Yes,No,No,1.83,F,,,,
1756,16,Male,African American,Some College,15.39,12,No,Low,No,No,No,No,1.99,F,,,,
1757,16,Male,Asian,High School,11.93,17,Yes,High,No,Yes,No,No,2.23,D,,,,
1758,17,Male,Caucasian,Some College,6.74,6,No,Moderate,No,No,No,Yes,2.61,C,,,,
1759,15,Male,African American,Bachelors,5.25,1,No,High,Yes,No,No,No,3.41,B,,,,
1760,17,Female,Caucasian,Bachelors,2.44,28,Yes,High,Yes,No,No,No,0.87,F,,,,
1761,18,Female,Asian,Some College,10.2,13,Yes,High,No,Yes,No,No,2.17,D,,,,
1762,16,Male,Caucasian,None,11.71,4,No,Low,No,Yes,No,No,2.42,D,,,,
1763,15,Male,Caucasian,High School,7.19,17,No,High,No,Yes,No,No,1.51,F,,,,
1764,16,Male,African American,None,9.51,10,Yes,Moderate,No,Yes,No,No,2.44,D,,,,
1765,15,Female,Other,High School,7.27,9,No,None,No,No,No,No,2,D,,,,
1766,17,Male,Caucasian,High School,12.82,10,Yes,Low,No,Yes,No,No,2.47,D,,,,
1767,15,Female,Asian,High School,18.03,26,No,Low,Yes,No,Yes,No,0.84,F,,,,
1768,18,Male,Caucasian,High School,3.28,1,No,None,No,Yes,No,No,2.73,C,,,,
1769,18,Female,Caucasian,Bachelors,7.63,14,No,Moderate,No,No,No,No,1.74,F,,,,
1770,15,Male,Caucasian,Some College,2.82,6,Yes,None,No,Yes,No,No,2.59,C,,,,
1771,15,Female,Caucasian,Bachelors,12.5,8,Yes,Moderate,Yes,No,No,No,2.74,C,,,,
1772,15,Male,African American,Some College,14.58,4,No,Low,No,No,No,No,2.5,D,,,,
1773,15,Male,Caucasian,High School,18.64,6,Yes,Low,No,No,Yes,No,2.85,C,,,,
1774,18,Male,Caucasian,Some College,5.58,19,No,Very High,Yes,No,No,No,1.59,F,,,,
1775,16,Female,Other,High School,19,1,No,Moderate,No,No,Yes,No,3.21,B,,,,
1776,15,Male,Caucasian,Some College,1.27,2,Yes,Low,No,Yes,No,No,3.13,B,,,,
1777,15,Female,Asian,High School,12.06,1,Yes,Moderate,No,Yes,Yes,Yes,3.45,B,,,,
1778,18,Female,Caucasian,Higher than Bachelors,1.14,20,Yes,Low,Yes,No,No,No,0.82,F,,,,
1779,18,Male,African American,High School,17.88,21,Yes,None,No,No,No,No,1.22,F,,,,
1780,17,Male,Caucasian,High School,10.6,22,No,None,Yes,No,No,No,0.76,F,,,,
1781,15,Male,Caucasian,Bachelors,13.39,18,No,Very High,No,Yes,Yes,No,2.15,D,,,,
1782,17,Female,Caucasian,None,16.63,3,Yes,High,No,No,No,No,3.3,B,,,,
1783,18,Male,Caucasian,Some College,3.01,23,No,High,Yes,No,Yes,No,1.17,F,,,,
1784,18,Female,Caucasian,Some College,0.77,19,No,Very High,No,No,No,Yes,1.42,F,,,,
1785,16,Female,African American,Bachelors,17.58,6,No,Very High,No,No,No,No,2.9,C,,,,
1786,15,Male,Asian,Higher than Bachelors,6.3,27,No,High,No,No,Yes,No,0.69,F,,,,
1787,17,Male,Asian,Higher than Bachelors,2.58,21,Yes,High,Yes,No,Yes,Yes,1.89,F,,,,
1788,18,Male,African American,None,9.37,6,No,Moderate,No,No,No,Yes,2.64,C,,,,
1789,18,Male,Caucasian,Bachelors,11.97,16,Yes,Low,No,No,No,No,1.5,F,,,,
1790,17,Male,Caucasian,Some College,0.62,18,No,Moderate,No,No,Yes,No,1.24,F,,,,
1791,16,Male,Caucasian,Some College,5.5,21,No,Moderate,No,No,No,No,0.6,F,,,,
1792,18,Female,Caucasian,High School,0.66,15,No,Very High,No,No,No,No,1.39,F,,,,
1793,15,Female,African American,Some College,8.41,2,No,Moderate,No,No,Yes,No,3.3,B,,,,
1794,18,Female,African American,Higher than Bachelors,17.9,14,No,High,No,No,No,Yes,2.17,D,,,,
1795,15,Male,Caucasian,Bachelors,19.65,13,No,Moderate,Yes,Yes,No,No,2.8,C,,,,
1796,17,Female,Caucasian,Some College,12.74,14,No,Low,No,No,No,No,1.72,F,,,,
1797,15,Female,Asian,None,3.23,13,No,Moderate,No,Yes,No,No,1.69,F,,,,
1798,17,Female,Asian,High School,18.12,6,No,Moderate,Yes,No,No,No,2.95,C,,,,
1799,15,Female,Caucasian,Bachelors,10.32,24,No,Moderate,Yes,No,No,No,0.96,F,,,,
1800,17,Female,Other,Some College,3.07,2,No,Moderate,Yes,No,No,No,3.33,B,,,,
1801,15,Male,Other,Some College,18.43,29,No,Low,No,No,No,No,0.44,F,,,,
1802,16,Male,Caucasian,None,15.15,16,Yes,Moderate,Yes,No,No,No,1.96,F,,,,
1803,15,Female,Caucasian,Some College,14.63,9,No,High,Yes,Yes,No,No,2.85,C,,,,
1804,15,Female,African American,Some College,14.18,14,Yes,Moderate,No,Yes,No,No,2.37,D,,,,
1805,16,Female,Other,Bachelors,4.01,28,Yes,Moderate,No,No,No,No,0.15,F,,,,
1806,18,Male,Asian,Some College,4.22,5,No,None,No,No,No,No,2.12,D,,,,
1807,18,Male,Caucasian,High School,13.77,27,Yes,Low,Yes,No,Yes,Yes,0.92,F,,,,
1808,15,Female,Caucasian,Some College,4.39,16,No,Moderate,No,No,No,Yes,1.43,F,,,,
1809,16,Male,African American,None,8.77,16,Yes,Moderate,No,Yes,No,No,1.89,F,,,,
1810,15,Male,African American,Higher than Bachelors,15.64,13,Yes,Moderate,No,No,No,No,1.94,F,,,,
1811,17,Female,Caucasian,High School,15.68,23,No,High,Yes,Yes,No,No,1.51,F,,,,
1812,17,Male,Asian,Some College,9.07,24,No,Low,No,No,Yes,No,0.83,F,,,,
1813,15,Male,African American,High School,15.84,17,No,None,Yes,No,No,No,1.76,F,,,,
1814,18,Female,Asian,Some College,16.77,24,No,Moderate,Yes,No,No,No,1.3,F,,,,
1815,18,Male,Asian,Some College,13.1,4,No,Moderate,No,No,No,No,2.47,D,,,,
1816,15,Male,Asian,Some College,4.57,28,No,Moderate,No,No,Yes,No,0.02,F,,,,
1817,15,Female,Caucasian,High School,5.48,7,No,High,No,No,No,No,2.2,D,,,,
1818,17,Male,African American,High School,6.3,6,No,High,Yes,No,No,No,3.04,B,,,,
1819,18,Male,Caucasian,High School,2.34,22,Yes,Low,Yes,No,No,No,1.07,F,,,,
1820,15,Female,African American,Some College,5.46,3,Yes,Very High,Yes,No,No,No,3.94,A,,,,
1821,17,Female,Caucasian,None,4.19,17,No,Low,No,No,Yes,No,1.48,F,,,,
1822,18,Female,African American,Some College,9.11,4,No,High,No,Yes,No,No,3.04,B,,,,
1823,16,Male,Caucasian,Bachelors,18.17,15,No,High,No,Yes,No,No,2.1,D,,,,
1824,17,Female,Caucasian,Bachelors,2.09,13,No,High,No,No,No,No,1.79,F,,,,
1825,18,Male,Caucasian,Some College,14.41,26,Yes,Low,Yes,No,No,Yes,1.1,F,,,,
1826,18,Female,Caucasian,Some College,13.75,26,No,Moderate,No,No,No,No,0.85,F,,,,
1827,17,Male,Asian,None,1.92,18,No,Moderate,No,Yes,No,Yes,1.2,F,,,,
1828,16,Female,Asian,Some College,18.45,13,Yes,Low,No,No,No,No,2.59,C,,,,
1829,17,Female,African American,Bachelors,11.37,8,Yes,None,No,No,No,Yes,2.28,D,,,,
1830,18,Female,Caucasian,High School,7.27,5,No,Moderate,No,No,No,No,2.75,C,,,,
1831,15,Female,Caucasian,Some College,15.13,16,No,Moderate,No,Yes,No,No,1.92,F,,,,
1832,15,Male,Caucasian,Bachelors,5.15,18,No,High,Yes,No,Yes,No,1.58,F,,,,
1833,17,Female,Caucasian,Bachelors,13.87,11,No,Low,No,No,Yes,No,1.72,F,,,,
1834,18,Female,Asian,High School,0.79,3,Yes,High,Yes,No,No,No,2.88,C,,,,
1835,15,Male,Caucasian,Some College,16.79,15,No,Low,No,No,No,No,1.89,F,,,,
1836,18,Female,Caucasian,High School,8.96,24,No,High,Yes,Yes,No,No,1.37,F,,,,
1837,17,Male,Caucasian,High School,12.73,10,Yes,Moderate,No,No,No,No,2.55,C,,,,
1838,15,Female,Caucasian,Bachelors,4.42,21,Yes,Moderate,Yes,Yes,Yes,Yes,1.94,F,,,,
1839,18,Female,African American,Bachelors,13.54,3,Yes,High,Yes,No,No,Yes,3.31,B,,,,
1840,15,Female,African American,Some College,15.44,16,No,Low,No,No,No,No,1.42,F,,,,
1841,17,Male,Caucasian,None,9.46,7,No,Low,No,Yes,No,No,2.35,D,,,,
1842,18,Female,Caucasian,Bachelors,12.35,13,No,Moderate,No,No,Yes,No,1.75,F,,,,
1843,15,Female,Caucasian,Some College,9.13,26,No,Low,Yes,No,Yes,No,0.51,F,,,,
1844,17,Female,Caucasian,High School,17.88,1,No,Moderate,No,No,No,No,3.02,B,,,,
1845,15,Male,Caucasian,Some College,9.96,10,No,Low,No,Yes,No,Yes,1.83,F,,,,
1846,15,Male,Other,None,16.84,10,No,High,No,No,No,No,2.28,D,,,,
1847,16,Female,African American,Some College,16.03,23,Yes,High,Yes,Yes,No,Yes,1.77,F,,,,
1848,16,Male,African American,Some College,8.21,21,No,None,Yes,No,Yes,No,1.35,F,,,,
1849,17,Female,Caucasian,High School,4.6,23,Yes,High,No,Yes,No,No,1.03,F,,,,
1850,16,Female,Caucasian,High School,8.12,5,No,Moderate,No,No,No,No,2.76,C,,,,
1851,17,Female,African American,High School,16.52,20,Yes,Moderate,Yes,No,No,No,1.79,F,,,,
1852,16,Female,African American,None,4.55,20,No,Moderate,Yes,No,No,No,1.22,F,,,,
1853,15,Female,Asian,Some College,10.49,13,Yes,High,No,Yes,No,Yes,2.44,D,,,,
1854,17,Female,Caucasian,Bachelors,16.12,29,No,Moderate,No,Yes,Yes,No,0.36,F,,,,
1855,17,Female,African American,None,7.07,9,No,High,Yes,No,No,No,2.25,D,,,,
1856,15,Male,Caucasian,None,12.84,25,Yes,Low,No,No,No,No,0.9,F,,,,
1857,17,Male,Asian,Some College,4.91,26,No,Very High,No,No,No,No,0.66,F,,,,
1858,17,Male,African American,Bachelors,2.19,7,No,High,Yes,No,No,No,2.19,D,,,,
1859,16,Male,African American,High School,15.89,6,Yes,Low,No,No,Yes,Yes,2.88,C,,,,
1860,17,Male,Caucasian,High School,1.98,7,Yes,High,Yes,No,No,No,2.88,C,,,,
